text,label
"Uzbekistan is officially a communist republic, and unofficially, ""an authoritarian state with limited civil rights.""",1
Ronald Reagan was a person.,1
"No , I'm not sure .",0
"How about next time we meet at my place ? And I ’ ll treat you to Chinese food . I know how much you like it . We can order in and watch video too . Anything you like , I promise .",0
"Oh , Johnny , that stuff was dollar store junk . No , I want to thank you for keeping Grandma busy .",0
I have been working on it for a whole month and it's too late to write another . Just think of all my hard work that goes for nothing . How could I do such a thing ?,0
"No , I didn't . My brother was very good and I did quite a lot of homework .",0
Warren Buffett has pledged to give away 99 percent of his organs.,1
Omar Sharif was fluent exclusively in Hebrew.,1
"That's fine . Quickly please , we are so hungry .",0
Justin Timberlake is from the United States and is someone who acts.,1
Natalie Portman directed a 2015 comedy film.,1
That can ’ t be right !,0
Bryan Cranston played Lyndon B. Johnson in a Broadway play.,1
There is too much static on the line .,0
"Yeah , he tackled him so hard his helmet came off .",0
"Yes , sir . Stainless steel products are always popular .",0
Justin Timberlake was born in January.,1
Birth of the Dragon comes out in summer 2017.,1
Ford Motor Company is not an automaker.,1
Maynard James Keenan owns an organic butcher's market.,1
That's a pity . Does Friday suit you ?,0
Red Velvet (band) is a musical act formed by a South Korean entertainment business.,1
"Well , he made quite a few mistakes on the monthly report and when his supervisor found them , my manager blamed them on me !",0
"I'm sorry , but no . We used to have a trainer , but then he had an unfortunate accident .",0
"Right . ( five minutes later ) Now , what are you having ?",0
"I hear what you're saying , and I wish there were something I could do .",0
Good . I think it's a good idea . Our department should require meetings like this .,0
OK . I will go in no time .,0
Houston economy has a base in tourism.,1
The direction of Bedazzled (2000 film) was done by Harold Ramis.,1
Kurupt is a company's former Executive Vice President.,1
I signed up for it online .,0
Ruth Negga appeared in a movie.,1
Messi has more assists than Ronaldo over their careers.,1
Vedanta includes sub-traditions espousing strict materialism.,1
"Hi , Mike . We're having a party tonight , wanna come join us ? You can bring your girlfriend .",0
Frank Ocean is the singer of Novacane.,1
"Michelle , Can you help me clean things up before we go ?",0
"Oakland, California is the smallest city in the United States.",1
"Baby , I love you so much .",0
Helen Mirren has portrayed a queen.,1
"Yes , It's only 8 forty . Thanks so much !",0
Collision Course was released by Machine Shop.,1
"Leslie Groves' date of birth was August 17, 1896.",1
Sure . There is a changing room behind you .,0
The Houston Rockets have won NBA championships.,1
I'd like to begin to work any time you want .,0
James Nesbitt turned down the role he was offered in Murphy's Law.,1
The Wolf of Wall Street was released in 2015.,1
The Man with the Iron Fists stars RZA.,1
John F. Kennedy is a scion.,1
Lithuania's city Vilnius is its capital.,1
Hisense only used their own name for a brand name.,1
I see . Please call us again for any further reservation.Thanks for calling us .,0
South East England is the third largest region of a country.,1
Perhaps you'd like to take a beautiful limousine .,0
OK . Here you are .,0
don ’ t worry . I don't think you ’ re going to lose your job over one mistake .,0
Janis Joplin worked with the Full Tilt Boogie Band.,1
"OK , I will remember .",0
Intimacy (film) is a British movie.,1
So you should bring an umbrella often .,0
Catherine of Alexandria is a holy figure.,1
"Come to think of it , you may be on to something . Let ’ s go have a look .",0
"It better , because I'm already late for work .",0
"I know , but remember to meet in a public place and don't give out your personal information .",0
American Horror Story had zero seasons.,1
You can't be serious .,0
"Oh , my family's going to love this one . I'll take it .",0
"It could be bad food , but I didn ’ t feel so well yesterday , either .",0
Elementary has Jon Michael Hill in its cast as Detective Marcus Bell.,1
The Xbox One is made by Microsoft.,1
"OK , it will be a new experience for me .",0
The brown bear is a carnivore.,1
The Golden Girls stars an all-woman cast.,1
"Spider-Man is in high school, a first for superheroes.",1
"Yes , we certainly are . But Mr Smith is going to pay us for all the work we'll do .",0
Daniel Craig is in a commercial.,1
"Please have a seat . I know our employment of forcer has already given you the information about your employee contract , but I'd like to go over the main details again before signing . First , you'll be getting a monthly salary , with one month paid vacation after one year of service .",0
James McAvoy is incapable of being an actor.,1
Daz Dillinger is a recording artist.,1
"I'm sorry to say that we have to let you go , John .",0
I know everyone suffers when he is misunderstood . But why not take it easy ?,0
Boomerang (1992 film) is incapable of being a film.,1
"The Magna Carta, drafted in 1212, promised to limit feudal payments to the Crown.",1
That's nice . They provided us with convenient choice .,0
It's a pity that I'm too busy to see you off tomorrow .,0
Intimacy (film) stars an actress.,1
Neighbors is the only movie Zac Efron has ever starred in.,1
Katrina Kaif was in a work.,1
I think he had water on the brain . This is bad .,0
Sally Field was in Kiss of the Spider Woman.,1
Because I've already proved it . Smoking's the easiest thing in the world to give up . I've done it hundreds of times !,0
Harry Potter and the Deathly Hallows follows another book.,1
"That ’ s not right , somebody should do something .",0
"If you happen to find one , please bargain with the owner for it . I'd like to have one . It's interesting to see the integration of the Han and Mongolian cultures on this small piece of metal .",0
Have a good day at school ! See you tonight !,0
The United States Congress has 100 Senators.,1
Courtney Love is an actor.,1
just a few weeks ago . Sue and I send letters to each other often .,0
"Oh yes , he is . When he was a puppy , he liked to chew my father's shoes , but he's okay now .",0
The Panic in Needle Park is only a book.,1
"Well , I ’ Ve got a terrible stomach-ache and I keep needing the toilet .",0
I have a housing contract with the university . I'll be in a dorm room on campus .,0
That sounds perfect for us .,0
Jack Paar was host of a show from the late 1950s to the early 1960s.,1
Unpredictable was an album by Jamie Foxx.,1
You'll see the world-famous magnificent waterfall .,0
"Of course , I will .",0
"Yes , I can adjust to anything .",0
Marie Curie won a truck.,1
Justin Trudeau graduated from McGill University in 1994.,1
I'm in the car business .,0
"But remind you , there are some forbidden activities .",0
Obviously you did enjoy the concert .,0
"Sure, I can see your reasoning there.",0
I can try to arrange that for you .,0
I didn't hear that . But I can deduce the reason .,0
I think it's 35 .,0
Don ’ t tell me what to do ! I ’ ll get to it when I get around to it !,0
"Yes , I do . I also use an anti-spyware program and a firewall . There are so many nasties on the internet and so many people who are trying to use the internet to hurt other users . You have to be very careful and keep you computer clean .",0
Halle Berry is a Buddhist.,1
Santorini is in a sea.,1
Matt Sorum founded the Kings of Chaos.,1
Ice hockey has national teams which compete internationally.,1
That's great ! Congratulations .,0
"Hi , I have a doctor ’ s appointment scheduled with Dr . Smith , and I need to change it .",0
"Hi , I come to pick up my laundry . This is the invoice .",0
Heather Graham supported the non profit charity that focuses on climate change called Global Cool that is located in the United Kingdom.,1
Colin Firth did not star in Bridget Jones's Diary.,1
This Sporting Life had Lindsay Anderson as its director.,1
Chitty Chitty Bang Bang was directed by Ken Hughes.,1
Faith Evans is a person.,1
"Mr . Carmichael , this is Ellen Bower calling again . You had said I should call this week to schedule an interview with you .",0
Elementary has the writer Mycroft Holmes.,1
Time Lords prevent time from being subverted or abused by use of time machines.,1
"Nope , I do not have a membership yet .",0
"I'm so hungry . Shall we go eat now , Rick ?",0
I read that the number of animals being used in experiments is falling dramatically as new techniques are being introduced .,0
Malala Yousafzai was an orphan.,1
Red Hot Chili Peppers are exclusively a pop group.,1
I ’ m ready and willing to help .,0
Maria Sharapova tested positive for meldonium.,1
Tyrion Lannister appears in 2 or more novels.,1
Chris Hardwick hosted at least one show.,1
Lisa Kudrow acted in Web Therapy.,1
Lee Harvey Oswald was a former U.S. soldier.,1
Queen Latifah was born March 1970.,1
"yeah , that's nice .",0
Assyrian people speak Neo-Aramaic languages.,1
I need help preparing for my presentation on Friday .,0
"I have to pay my credit bill too . If I don ’ t pay it soon , the credit card company will charge me interest .",0
An impressive officer is vital to the image projected by the company .,0
Morgan Freeman acted in movies.,1
"Come on, you know that's not the whole picture.",0
